API Key,एपीआई कुंजी,
API Secret,एपीआई गुप्त,
Address,पता,
Amount,राशि,
Assigned To,को सौंपा,
Assignment,असाइनमेंट,
Auth Token,प्रामाणिक टोकन,
Color,रंग,
Columns,कॉलम,
Comment,टिप्पणी,
Completed,पूरा,
Condition,शर्त,
Contact,संपर्क,
Contacts,संपर्क,
Content,सामग्री,
Currency,मुद्रा,
Date,तारीख,
Default,चूक,
Description,विवरण,
Details,विवरण,
DocType,doctype,
Document Type,दस्तावेज़ प्रकार,
Due Date,नियत तारीख,
Duration,अवधि,
Email,ईमेल,
Enabled,Enabled,
End Date,समाप्ति तिथि,
Expired,समय सीमा समाप्त,
Failed,विफल,
Filters,फिल्टर,
First Name,प्रथम नाम,
Friday,शुक्रवार,
From,से,
From Date,दिनांक से,
From User,उपयोगकर्ता से,
Full Name,पूरा नाम,
Gender,लिंग,
Group By,समूह द्वारा,
High,उच्च,
ID,आईडी,
Icon,चिह्न,
Image,छवि,
In Progress,चालू,
Is Default,डिफ़ॉल्ट है,
Is Primary,प्राथमिक है,
Is Standard,मानक है,
Kanban,Kanban,
Key,कुंजी,
Keyboard Shortcuts,कुंजीपटल अल्प मार्ग,
Label,लेबल,
Last Name,सरनेम,
Left,वाम,
List,लिस्ट,
Log,लॉग,
Low,निम्न,
Medium,मध्यम,
Mention,उल्लेख,
Message,संदेश,
Middle Name,मध्य नाम,
Mobile No,नहीं मोबाइल,
Monday,सोमवार,
Naming Series,श्रृंखला का नामकरण,
Note,नोट,
Owner,स्वामी,
Pending,अपूर्ण,
Phone,फ़ोन,
Position,पद,
Priority,प्राथमिकता,
Public,सार्वजनिक,
Queued,पंक्तिबद्ध,
Quick Entry,त्वरित एंट्री,
Read,पढ़ना,
Reference Doctype,संदर्भ टैग,
Reference Document Type,संदर्भ दस्तावेज़ प्रकार,
Reference Name,संदर्भ नाम,
Reload,सीमा से अधिक लादना,
Right,सही,
Role,भूमिका,
Sales Manager,बिक्री प्रबंधक,
Sales User,बिक्री प्रयोक्ता,
Salutation,अभिवादन,
Saturday,शनिवार,
Script,लिपि,
Session Defaults,सत्र चूक,
Source,स्रोत,
Source Name,स्रोत का नाम,
Start Date,प्रारंभ दिनांक,
Start Time,समय शुरू,
Status,हैसियत,
Sunday,रविवार,
System Manager,सिस्टम प्रबंधक,
Task,कार्य,
Thursday,बृहस्पतिवार,
Title,शीर्षक,
Title Field,शीर्षक फ़ील्ड,
To,सेवा मेरे,
To Date,तिथि करने के लिए,
To User,प्रयोगकर्ता के लिए,
Tuesday,मंगलवार,
Twilio Number,ट्विलियो नंबर,
Twilio Settings,टवीलियो सेटिंग्स,
Type,टाइप,
User,उपयोगकर्ता,
User Name,उपयोगकर्ता नाम,
Validity,वैधता,
View Website,वेबसाइट देखें,
Website,वेबसाइट,
Wednesday,बुधवार,
blue,नीला,
green,हरा,
list,सूची,
orange,नारंगी,
purple,बैंगनी,
red,लाल,
yellow,पीला,
