API Key,Key API,
API Secret,API Secret,
Address,Navnîşan,
Amount,Biha,
Assigned To,rêdan û To,
Assignment,Danî,
Auth Token,Oten Token,
Color,Reng,
Columns,Stûn,
Comment,Agahkişîn,
Completed,Qediya,
Condition,Rewş,
Contact,Têkelî,
Contacts,Têkilî,
Content,Dilşad,
Currency,Diravcins,
Date,Rojek,
Default,Destçûnî,
Description,Terîf,
Details,Details,
DocType,DocType,
Document Type,Corî dokumênt,
Due Date,Serdem,
Duration,Demajok,
Email,Email,
Enabled,çalake,
End Date,Date End,
Expired,kapê de,
Failed,bi ser neket,
Filters,Parzûn,
First Name,Nav,
Friday,Roja Înê,
From,Ji,
From Date,ji Date,
From User,Ji Bikarhêner,
Full Name,Navê tam,
Gender,Regez,
Group By,Koma By,
High,Bilind,
ID,ID,
Icon,Îkon,
Image,Wêne,
In Progress,Ez teslîm nabim,
Is Default,e Default,
Is Primary,Destpêkî ye,
Is Standard,e Standard,
Kanban,Kanban,
Key,Qûfle,
Keyboard Shortcuts,Kurtikên Pêl,
Label,Awanasî,
Last Name,Paşnav,
Left,Çep,
List,Rêzok,
Log,Rojname,
Low,Nizm,
Medium,Medya,
Mention,Qalkirin,
Message,Agah,
Middle Name,Navê navbendî,
Mobile No,Mobile No,
Monday,Duşem,
Naming Series,Series Bidin,
Note,Not,
Owner,Xwedî,
Pending,Nexelas,
Phone,Phone,
Position,Rewş,
Priority,Pêşeyî,
Public,Alenî,
Queued,li hêvîya,
Quick Entry,Peyam Quick,
Read,Xwendin,
Reference Doctype,Doctype Reference,
Reference Document Type,Dokumenta Belgeyê,
Reference Name,Navê Referansê,
Reload,Rûpelê,
Right,Rast,
Role,Role,
Sales Manager,Manager Sales,
Sales User,Sales Bikarhêner,
Salutation,Silav,
Saturday,Şemî,
Script,Nivîs,
Session Defaults,Session Defaults,
Source,Kanî,
Source Name,Navê Source,
Start Date,Destpêk Date,
Start Time,Time Start,
Status,Cî,
Sunday,Yekşem,
System Manager,sîstema Manager,
Task,Karî,
Thursday,Pêncşem,
Title,Nav,
Title Field,title Field,
To,Ber,
To Date,to Date,
To User,Bikarhêner,
Tuesday,Sêşem,
Twilio Number,Hejmara Twilio,
Twilio Settings,Mîhengên Twilio,
Type,Awa,
User,Bikaranîvan,
User Name,Navê bikarhêner,
Validity,Maqûlî,
View Website,View Website,
Website,Website,
Wednesday,Çarşem,
blue,şîn,
green,Kesk,
list,rêzok,
orange,porteqalî,
purple,mor,
red,sor,
yellow,zer,
