API Key,Clave de API,
API Secret,Clave Secreta de API,
About,Acerca de,
Address,Dirección,
Apply To,Aplicar a,
Apps,Apps,
Assigned To,Asignado a,
Assignment,Asignación,
Color,Color,
Columns,Columnas,
Comment,Comentario,
Completed,Completado,
Condition,Condición,
Contact,Contacto,
Content,Contenido,
Currency,Divisa / Moneda,
Date,Fecha,
Default,Predeterminado,
Description,Descripción,
Details,Detalles,
DocType,DocType,
Document Type,Tipo de Documento,
Done,Hecho,
Due Date,Fecha de vencimiento,
Duration,Duración,
Email,Correo electrónico,
Email Sent At,Correo enviado el,
Enabled,Habilitado,
End Date,Fecha Final,
Expired,Expirado,
Failed,Falló,
Filters,Filtros,
First Name,Primer Nombre,
Form,Formulario,
Frappe Support,Soporte de Frappe,
Friday,Viernes,
From,Desde,
From Date,Desde la fecha,
From User,Del usuario,
Full Name,Nombre completo,
Gender,Género,
Group By,Agrupar por,
High,Alto,
ID,Identificador,
Icon,Icono,
Image,Imagen,
In Progress,En Progreso,
Is Default,Es por defecto,
Is Primary,Es primaria,
Is Standard,Es estándar,
Kanban,Kanban,
Key,Clave,
Keyboard Shortcuts,Atajos de teclado,
Label,Etiqueta,
Last Name,Apellido,
Left,Inactivo/Fuera,
List,Lista,
Log,Registro,
Log out,Cerrar sesión,
Low,Bajo,
Medium,Medio,
Mention,Mencionar,
Message,Mensaje,
Middle Name,Segundo Nombre,
Mobile No,Nº Móvil,
Monday,Lunes,
My Profile,Mi Perfil,
My Settings,Mis ajustes,
Naming Series,Secuencias e identificadores,
Note,Nota,
Owner,Propietario,
Pending,Pendiente,
Phone,Teléfono,
Position,Posición,
Priority,Prioridad,
Public,Público,
Queued,En cola,
Quick Entry,Entrada Rápida,
Read,Leer,
Reference Doctype,Referencia a 'DocType',
Reference Document Type,Tipo de Documento de Referencia,
Reference Name,Nombre Referencia,
Reload,Recargar,
Right,derecho,
Role,Rol,
Sales Manager,Gerente de ventas,
Sales User,Usuario de ventas,
Salutation,Saludo.,
Saturday,Sábado,
Script,Script,
Session Defaults,Valores predeterminados de sesión,
Source,Referencia,
Source Name,Nombre de la Fuente,
Start Date,Fecha de inicio,
Start Time,Hora de inicio,
Status,Estado,
Sunday,Domingo,
System Manager,Administrador del sistema,
Task,Tarea,
Thursday,Jueves,
Title,Nombre,
Title Field,Campo de título,
To,A,
To Date,Hasta la fecha,
To User,Al usuario,
Toggle Full Width,Cambiar a ancho completo,
Toggle Theme,Cambiar tema,
Tuesday,Martes,
Type,Tipo,
User,Usuario,
User Name,Nombre de usuario,
Validity,Validez,
View Website,Ver Sitio Web,
Website,Sitio Web,
Wednesday,Miércoles,
blue,azul,
green,verde,
list,lista,
orange,naranja,
purple,púrpura,
red,rojo,
yellow,amarillo,
