API Key,API ကို Key ကို,
API Secret,API ကိုလြှို့ဝှကျ,
Address,လိပ်စာ,
Amount,ငွေပမာဏ,
Assigned To,ရန်တာဝန်ပေး,
Assignment,တာဝန်ကျတဲ့နေရာ,
Auth Token,Auth တိုကင်,
Color,အရောင်,
Columns,ကော်လံ,
Comment,မှတ်ချက်,
Completed,ပြီးစီး,
Condition,condition,
Contact,ထိတှေ့,
Contacts,ဆက်သွယ်ရန်,
Content,content,
Currency,ငှေကွေး,
Date,နေ့စှဲ,
Default,ပျက်ကွက်,
Description,ဖေါ်ပြချက်,
Details,အသေးစိတ်အချက်အလက်များကို,
DocType,DocType,
Document Type,စာရွက်စာတမ်းကအမျိုးအစား,
Due Date,သတ်မှတ်ချိန်းရက်,
Duration,ရှည်ကြာခြင်း,
Email,အီးမေး,
Enabled,Enabled,
End Date,အဆုံးနေ့စွဲ,
Expired,Expired,
Failed,Failed,
Filters,စိစစ်မှုများ,
First Name,နာမည်,
Friday,သောကြာနေ့,
From,မှ,
From Date,နေ့စွဲကနေ,
From User,အသုံးပြုသူမှ,
Full Name,နာမည်အပြည့်အစုံ,
Gender,"ကျား, မ",
Group By,အုပ်စုလိုက်,
High,မြင့်သော,
ID,ID ကို,
Icon,အိုင်ကွန်,
Image,image,
In Progress,ဆောင်ရွက်ဆဲဖြစ်သည်,
Is Default,ပုံမှန်ဖြစ်,
Is Primary,မူလတန်း Is,
Is Standard,Standard ဖြစ်ပါသည်,
Kanban,Kanban,
Key,သော့,
Keyboard Shortcuts,keyboard Shortcuts,
Label,ကပ်တံဆိပ်,
Last Name,မျိုးနွယ်အမည်,
Left,လက်ဝဲဘက်,
List,စာရင်း,
Log,တုံး,
Low,အနိမျ့,
Medium,အလယ်အလတ်,
Mention,ဖော်ပြခြင်း,
Message,မက်ဆေ့ခ်ျ,
Middle Name,အလယ်နာမည်,
Mobile No,မိုဘိုင်းလ်မရှိပါ,
Monday,တနင်္လာနေ့,
Naming Series,စီးရီးအမည်,
Note,မှတ်ချက်,
Owner,ပိုင်ဆိုင်သူ,
Pending,လာမည့်,
Phone,Phone များ,
Position,ရာထူး,
Priority,ဦးစားပေး,
Public,ပြည်သူ့ကျန်းမာရေး,
Queued,Queued,
Quick Entry,လျင်မြန်စွာ Entry &#39;,
Read,ဖတ်,
Reference Doctype,ကိုးကားစရာ Doctype,
Reference Document Type,ကိုးကားစရာ Document ဖိုင် Type အမျိုးအစား,
Reference Name,ကိုးကားစရာအမည်,
Reload,Reload ကို,
Right,မှန်သော,
Role,အခန်းက္ပ,
Sales Manager,အရောင်းမန်နေဂျာ,
Sales User,အရောင်းအသုံးပြုသူတို့၏,
Salutation,နှုတ်ဆက်,
Saturday,စနေနေ့,
Script,script,
Session Defaults,session Defaults ကို,
Source,အရင်းအမြစ်,
Source Name,source အမည်,
Start Date,စတင်သည့်ရက်စွဲ,
Start Time,Start ကိုအချိန်,
Status,အဆင့်အတန်း,
Sunday,တနင်္ဂနွေ,
System Manager,system Manager က,
Task,လုပ်ငန်း,
Thursday,ကြာသပတေးနေ့,
Title,ဘှဲ့,
Title Field,ခေါင်းစဉ်ဖျော်ဖြေမှု,
To,သို့,
To Date,ယနေ့အထိ,
To User,အသုံးပြုသူမှ,
Tuesday,အင်္ဂါနေ့,
Twilio Number,Twilio နံပါတ်,
Twilio Settings,Twilio ဆက်တင်များ,
Type,ပုံစံ,
User,အသုံးပြုသူကို,
User Name,အသုံးပြုသူအမည်,
Validity,တရားဝင်မှု,
View Website,view ဝက်ဘ်ဆိုက်,
Website,website,
Wednesday,ဗုဒ္ဓဟူးနေ့,
blue,အပြာ,
green,အစိမ်း,
list,စာရင်း,
orange,လိမ္မော်သီး,
purple,ခရမ်းရောင်နု,
red,အနီေရာင်,
yellow,ဝါသော,
