API Key,مفتاح API,
API Secret,كلمة مرور API,
Address,عنوان,
Assigned To,كلف إلى,
Assignment,مهمة,
Color,اللون,
Columns,الأعمدة,
Comment,تعليق,
Completed,أكتمل,
Condition,الحالة,
Contact,اتصال,
Content,محتوى,
Currency,العملة,
Date,تاريخ,
Default,الافتراضي,
Description,وصف,
Details,تفاصيل,
Document Type,نوع الوثيقة,
Due Date,بسبب تاريخ,
Duration,المدة الزمنية,
Email,البريد الإلكتروني,
Enabled,تمكين,
End Date,نهاية التاريخ,
Expired,انتهى,
Failed,باءت بالفشل,
Filters,فلاتر,
First Name,الاسم الأول,
Friday,الجمعة,
From,من,
From Date,من تاريخ,
From User,من المستخدم,
Full Name,الاسم الكامل,
Gender,جنس,
Group By,مجموعة من,
High,مستوى عالي,
ID,هوية شخصية,
Icon,أيقونة,
Image,صورة,
In Progress,في تَقَدم,
Is Default,افتراضي,
Is Primary,هو الابتدائية,
Is Standard,هو معيار,
Kanban,لوحة المهام,
Key,مفتاح,
Keyboard Shortcuts,اختصارات لوحة المفاتيح,
Label,ملصق,
Last Name,اسم العائلة,
Left,ترك,
List,قائمة,
Log,سجل,
Low,منخفض,
Medium,متوسط,
Mention,أشير,
Message,رسالة,
Middle Name,الاسم الأوسط,
Mobile No,رقم الجوال,
Monday,يوم الاثنين,
Naming Series,سلسلة التسمية,
Note,ملاحظات,
Owner,مالك,
Pending,معلق,
Phone,هاتف,
Position,موضع,
Priority,أفضلية,
Public,جمهور,
Queued,قائمة الانتظار,
Quick Entry,إدخال سريع,
Read,قرأ,
Reference Doctype,مرجع Doctype,
Reference Document Type,مرجع نوع الوثيقة,
Reference Name,اسم الإشارة,
Reload,تحديث,
Right,حق,
Role,صلاحية,
Sales Manager,مدير المبيعات,
Sales User,عضو المبيعات,
Salutation,اللقب,
Saturday,السبت,
Script,سيناريو,
Session Defaults,الجلسة الافتراضية,
Source,المصدر,
Source Name,اسم المصدر,
Start Date,تاريخ البدء,
Start Time,بداية الوقت,
Status,الحالة,
Sunday,الأحد,
System Manager,مدير النظام,
Task,مهمة,
Thursday,الخميس,
Title,اللقب,
Title Field,حقل العنوان,
To,إلى,
To Date,إلى تاريخ,
To User,إلى المستخدم,
Tuesday,الثلاثاء,
Type,النوع,
User,المستعمل,
User Name,اسم المستخدم,
Validity,الصلاحية,
View Website,مشاهدة الموقع,
Website,الموقع,
Wednesday,الأربعاء,
blue,أزرق,
green,أخضر,
list,قائمة,
orange,البرتقالي,
purple,أرجواني,
red,أحمر,
yellow,الأصفر,
