API Key,Urufunguzo rwa API,
API Secret,Ibanga rya API,
Address,Aderesi,
Amount,Umubare,
Assigned To,Yashinzwe Kuri,
Assignment,Umukoro,
Auth Token,Auth Token,
Color,Ibara,
Columns,Inkingi,
Comment,Igitekerezo,
Completed,Byarangiye,
Condition,Imiterere,
Contact,Twandikire,
Contacts,Twandikire,
Content,Ibirimo,
Currency,Ifaranga,
Date,Itariki,
Default,Mburabuzi,
Description,Ibisobanuro,
Details,Ibisobanuro,
DocType,Inyandiko,
Document Type,Ubwoko bw&#39;inyandiko,
Due Date,Itariki ntarengwa,
Duration,Ikiringo,
Email,Imeri,
Enabled,Gushoboza,
End Date,Itariki yo kurangiriraho,
Expired,Byarangiye,
Failed,Kunanirwa,
Filters,Muyunguruzi,
First Name,Izina,
Friday,Ku wa gatanu,
From,Kuva,
From Date,Kuva Itariki,
From User,Kuva Umukoresha,
Full Name,Izina ryuzuye,
Gender,Uburinganire,
Group By,Itsinda Na,
High,Hejuru,
ID,Indangamuntu,
Icon,Agashusho,
Image,Ishusho,
In Progress,Iterambere,
Is Default,Nibisanzwe,
Is Primary,Nibanze,
Is Standard,Nibisanzwe,
Kanban,Kanban,
Key,Urufunguzo,
Keyboard Shortcuts,Amahinanzira ya Mwandikisho,
Label,Ikirango,
Last Name,Izina ryanyuma,
Left,Ibumoso,
List,Urutonde,
Log,Injira,
Low,Hasi,
Medium,Hagati,
Mention,Vuga,
Message,Ubutumwa,
Middle Name,Izina ryo hagati,
Mobile No,Terefone Oya,
Monday,Ku wa mbere,
Naming Series,Urukurikirane rw&#39;izina,
Note,Icyitonderwa,
Owner,Nyirubwite,
Pending,Bitegereje,
Phone,Terefone,
Position,Umwanya,
Priority,Ibyingenzi,
Public,Rubanda,
Queued,Umurongo,
Quick Entry,Kwinjira vuba,
Read,Soma,
Reference Doctype,Reba Inyandiko,
Reference Document Type,Ubwoko bw&#39;inyandiko,
Reference Name,Izina,
Reload,Ongera usubiremo,
Right,Iburyo,
Role,Uruhare,
Sales Manager,Umuyobozi ushinzwe kugurisha,
Sales User,Umukoresha,
Salutation,Indamutso,
Saturday,Ku wa gatandatu,
Script,Inyandiko,
Session Defaults,Isomo risanzwe,
Source,Inkomoko,
Source Name,Izina ryinkomoko,
Start Date,Itariki yo gutangiriraho,
Start Time,Igihe cyo Gutangira,
Status,Imiterere,
Sunday,Ku cyumweru,
System Manager,Umuyobozi wa sisitemu,
Task,Inshingano,
Thursday,Ku wa kane,
Title,Umutwe,
Title Field,Umwanya Umutwe,
To,Kuri,
To Date,Itariki,
To User,Kuri Umukoresha,
Tuesday,Ku wa kabiri,
Twilio Number,Umubare wa Twilio,
Twilio Settings,Igenamiterere rya Twilio,
Type,Andika,
User,Umukoresha,
User Name,Izina ryumukoresha,
Validity,Agaciro,
View Website,Reba Urubuga,
Website,Urubuga,
Wednesday,Ku wa gatatu,
blue,ubururu,
green,icyatsi,
list,urutonde,
orange,orange,
purple,ibara ry&#39;umuyugubwe,
red,umutuku,
yellow,umuhondo,
